sw_2d, 0.002000, 100, 50, 4, 2, result 
sw_2d, 0.004846, 200, 100, 4, 3, result 
sw_2d, 0.020743, 400, 200, 4, 3, result 
sw_2d, 0.079674, 800, 400, 4, 3, result 
sw_2d, 0.122604, 1000, 500, 4, 3, result 
sw_2d, 0.487223, 2000, 1000, 4, 3, result 
