sw_2d, 0.010478, 180, 60, 9, 8, result 
sw_2d, 0.109112, 270, 90, 9, 8, result 
sw_2d, 0.114054, 360, 120, 9, 8, result 
sw_2d, 0.119996, 450, 150, 9, 8, result 
sw_2d, 0.127585, 540, 180, 9, 8, result 
